"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RCUS","Arcus Biosciences, Inc.","24.47","$1.27B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rcus",
"ARD","Ardagh Group S.A.","13.42","$3.17B","2017","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","4","$132.9M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","8.7","$290.94M","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","12.22","$280.02M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ardc",
"ARES","Ares Management Corporation","40.59","$5.38B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/ares",
"ARES^A","Ares Management Corporation","25.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","47.34","$740.87M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/agx",
"ARGD","Argo Group International Holdings, Ltd.","25.3489","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argd",
"ARGO","Argo Group International Holdings, Ltd.","34.21","$1.19B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/argo",
"ANET","Arista Networks, Inc.","219.57","$16.62B","2014","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","3.03","$111.55M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","17.64","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^b",
"AI^C","Arlington Asset Investment Corp","19.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ai^c",
"AIC","Arlington Asset Investment Corp","22.651","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","23.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aiw",
"ARLO","Arlo Technologies, Inc.","2.84","$221.6M","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/arlo",
"AHH","Armada Hoffler Properties, Inc.","9.64","$749.65M","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/ahh",
"AHH^A","Armada Hoffler Properties, Inc.","23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahh^a",
"ARR","ARMOUR Residential REIT, Inc.","9.44","$609.69M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/arr",
"ARR^C","ARMOUR Residential REIT, Inc.","21.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/arr^c",
"AFI","Armstrong Flooring, Inc.","3.27","$70.61M","2016","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","78.51","$3.84B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","68.04","$5.35B","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","103.55","$19.64B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","34.28","$2.69B","2013","Finance","Investment Managers","https://old.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","19.58","$377.7M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","99.25","$1.91B","2002","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/abg",
"ASX","ASE Technology Holding Co., Ltd.","4.62","$9.84B","2018","Technology","Semiconductors","https://old.nasdaq.com/symbol/asx",
"ASGN","ASGN Incorporated","67.65","$3.55B","1992","Technology","Professional Services","https://old.nasdaq.com/symbol/asgn",
"AHT","Ashford Hospitality Trust Inc","6.93","$729.46M","2003","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/aht",
"AHT^D","Ashford Hospitality Trust Inc","7.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^d",
"AHT^F","Ashford Hospitality Trust Inc","6.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^f",
"AHT^G","Ashford Hospitality Trust Inc","6.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^g",
"AHT^H","Ashford Hospitality Trust Inc","6.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^h",
"AHT^I","Ashford Hospitality Trust Inc","6.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aht^i",
"ASH","Ashland Global Holdings Inc.","76.5","$4.62B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/ash",
"ASPN","Aspen Aerogels, Inc.","6.51","$173.13M","2014","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/aspn",
"AHL^C","Aspen Insurance Holdings Limited","26.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^c",
"AHL^D","Aspen Insurance Holdings Limited","24.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^d",
"AHL^E","Aspen Insurance Holdings Limited","24.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ahl^e",
"AMK","AssetMark Financial Holdings, Inc.","28.2","$2.04B","2019","Finance","Investment Managers","https://old.nasdaq.com/symbol/amk",
"ASB","Associated Banc-Corp","12.66","$1.95B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asb",
"ASB^C","Associated Banc-Corp","25.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^c",
"ASB^D","Associated Banc-Corp","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^d",
"ASB^E","Associated Banc-Corp","26.075","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^e",
"ASB^F","Associated Banc-Corp","25.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asb^f",
"AC","Associated Capital Group, Inc.","37.76","$845.35M","2015","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","104.17","$6.21B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aiz",
"AIZP","Assurant, Inc.","105.6","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/aizp",
"AGO","Assured Guaranty Ltd.","23.13","$2.01B","2004","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","27.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","26.335","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","25.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ago^f",
"AZN","Astrazeneca PLC","61.1","$160.36B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","6.53","$419.15M","2016","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/home",
"T","AT&T Inc.","30.25","$215.53B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/t",
"T^A","AT&T Inc.","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^a",
"T^C","AT&T Inc.","24.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/t^c",
"TBB","AT&T Inc.","26.38","n/a","2017","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbb",
"TBC","AT&T Inc.","27.23","n/a","2018","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/tbc",
"ATTO","Atento S.A.","1.46","$103.92M","2014","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","33.5","$6.51B","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/ath",
"ATH^A","Athene Holding Ltd.","25.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^a",
"ATH^B","Athene Holding Ltd.","23.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^b",
"ATH^C","Athene Holding Ltd.","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ath^c",
"ATKR","Atkore International Group Inc.","27.55","$1.3B","2016","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.06","$189.88M","n/a","Energy","Electric Utilities: Central","https://old.nasdaq.com/symbol/at",
"ATCO","Atlas Corp.","7.34","$1.81B","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/atco",
"ATCO^D","Atlas Corp.","21.77","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^d",
"ATCO^E","Atlas Corp.","23.0928","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^e",
"ATCO^G","Atlas Corp.","22.23","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^g",
"ATCO^H","Atlas Corp.","21.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^h",
"ATCO^I","Atlas Corp.","21.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atco^i",
"ATO","Atmos Energy Corporation","101.06","$12.36B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/ato",
"ACB","Aurora Cannabis Inc.","11.88","$1.34B","2018","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/acb",
"ATHM","Autohome Inc.","86.29","$10.28B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","64.51","$5.63B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","44.72","$3.9B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","1157.3","$27.03B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/azo",
"AVLR","Avalara, Inc.","125.37","$9.83B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/avlr",
"AVB","AvalonBay Communities, Inc.","153.89","$21.66B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","48.15","$14.88B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/agr",
"AVNS","Avanos Medical, Inc.","33.19","$1.59B","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/avns",
"AVTR","Avantor, Inc.","18.75","$10.79B","2019","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/avtr",
"AVTR^A","Avantor, Inc.","62.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/avtr^a",
"AVYA","Avaya Holdings Corp.","12.32","$1.02B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/avya",
"AVY","Avery Dennison Corporation","121.26","$10.11B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/avy",
"AVNT","Avient Corporation","26.16","$2.39B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/avnt",
"AVA","Avista Corporation","37.26","$2.51B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ava",
"AXTA","Axalta Coating Systems Ltd.","24.03","$5.65B","2014","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","40.84","$3.44B","2003","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/axs",
"AXS^E","Axis Capital Holdings Limited","24.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/axs^e",
"AX","Axos Financial, Inc.","20.61","$1.23B","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ax",
"AXO","Axos Financial, Inc.","25.11","n/a","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/axo",
"AZUL","Azul S.A.","12.07","$1.37B","2017","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","18.01","$858.19M","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","32.24","$844.53M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","26.1","$1.67B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bgs",
"BMRG","B. Riley Principal Merger Corp. II","10.6","$245.72M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bmrg",
"BMRG.U","B. Riley Principal Merger Corp. II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.u",
"BMRG.WS","B. Riley Principal Merger Corp. II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmrg.ws",
"BW","Babcock","2.38","$117.36M","2015","Capital Goods","Building Products","https://old.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","12.64","$253.53M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","62.3","$1.81B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bmi",
"BCSF","Bain Capital Specialty Finance, Inc.","10","$645.62M","2018","n/a","n/a","https://old.nasdaq.com/symbol/bcsf",
"BKR","Baker Hughes Company","15.27","$15.77B","2017","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/bkr",
"BBN","BalckRock Taxable Municipal Bond Trust","25.65","$1.47B","2010","n/a","n/a","https://old.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","70.29","$22.91B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/bll",
"BANC","Banc of California, Inc.","10","$501.58M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/banc",
"BANC^D","Banc of California, Inc.","25.105","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^d",
"BANC^E","Banc of California, Inc.","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/banc^e",
"BBAR","Banco BBVA Argentina S.A.","4.11","$839.41M","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbar",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","3.63","$24.16B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","4.13","$36.49B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","3.85","$34.02B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","18.14","$9.16B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","11.25","$445.66M","1992","Finance","Commercial Banks","https://old.nasdaq.com/symbol/blx",
"BSBR","Banco Santander Brasil SA","5.51","$41.11B","2009","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","16.2","$7.63B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsac",
"BSMX","Banco Santander Mexico, S.A., Institucion de Ban","3.31","$4.49B","2012","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bsmx",
"SAN","Banco Santander, S.A.","2.49","$41.36B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/san",
"SAN^B","Banco Santander, S.A.","22.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/san^b",
"CIB","BanColombia S.A.","26.58","$6.39B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cib",
"BXS","BancorpSouth Bank","21.37","$2.19B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxs",
"BXS^A","BancorpSouth Bank","25.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxs^a",
"BAC","Bank of America Corporation","23.22","$201.45B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bac",
"BAC^A","Bank of America Corporation","26.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^a",
"BAC^B","Bank of America Corporation","27.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^b",
"BAC^C","Bank of America Corporation","25.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^c",
"BAC^E","Bank of America Corporation","24.3288","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^e",
"BAC^K","Bank of America Corporation","26.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^k",
"BAC^L","Bank of America Corporation","1386.06","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^l",
"BAC^M","Bank of America Corporation","26.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^m",
"BAC^N","Bank of America Corporation","25.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bac^n",
"BML^G","Bank of America Corporation","19.1101","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^g",
"BML^H","Bank of America Corporation","19.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^h",
"BML^J","Bank of America Corporation","24.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^j",
"BML^L","Bank of America Corporation","23.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bml^l",
"BOH","Bank of Hawaii Corporation","57.33","$2.29B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/boh",
"BMO","Bank Of Montreal","54.94","$35.14B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bmo",
"NTB","Bank of N.T. Butterfield & Son Limited (The)","24.63","$1.25B","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ntb",
"BNS","Bank of Nova Scotia (The)","41.67","$50.48B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bns",
